StudentID,Age,Gender,StudyHoursPerDay,AttendanceRate,MotivationLevel,StressLevel,InternetAccess,Resources,EduTechUsage,OnlineCourses,Discussions,AssignmentCompletion,LearningStyle,ExamScore,FinalGrade
10700,24,Female,5.5,72.7,4,6,Yes,High,No,1,4,77.4,Kinesthetic,67.0,C
10701,26,Male,11.1,80.0,9,10,No,High,No,3,4,90.0,Kinesthetic,89.9,B
10702,20,Female,6.8,99.3,4,6,Yes,High,Yes,0,0,69.6,Auditory,74.3,C
10703,24,Female,8.5,74.7,1,2,No,Low,Yes,2,7,68.7,Reading/Writing,63.9,C
10704,21,Female,17.5,67.4,5,7,No,High,No,4,6,96.9,Kinesthetic,92.2,A
10705,30,Female,10.8,96.5,1,2,Yes,Low,No,0,2,88.0,Kinesthetic,82.0,B
10706,19,Female,13.0,74.9,3,8,No,Low,No,5,5,50.6,Auditory,79.6,B
10707,26,Male,13.0,62.1,10,8,No,Low,No,0,5,86.3,Visual,81.6,B
10708,29,Male,18.4,73.9,3,6,Yes,High,No,1,3,58.3,Reading/Writing,87.7,B
10709,23,Male,6.6,70.8,9,5,No,High,No,4,7,83.7,Kinesthetic,80.7,B
10710,23,Male,14.9,85.2,9,10,No,High,No,0,3,44.9,Visual,93.6,A
10711,30,Male,17.4,68.3,1,6,No,Low,No,3,1,71.5,Auditory,77.8,B
10712,26,Male,2.8,91.8,8,8,No,High,No,3,4,61.3,Kinesthetic,75.6,B
10713,22,Male,15.0,62.5,2,9,Yes,High,Yes,3,8,74.2,Auditory,88.0,B
10714,24,Female,9.1,81.2,7,2,Yes,Low,Yes,1,8,71.8,Reading/Writing,84.2,B
10715,29,Female,17.8,73.6,2,4,Yes,High,Yes,2,7,63.4,Auditory,100,A
10716,22,Male,15.7,70.3,1,8,No,Low,No,2,3,53.0,Kinesthetic,69.7,C
10717,26,Male,7.0,92.2,8,6,No,Low,No,3,2,70.2,Auditory,81.9,B
10718,23,Female,15.4,54.4,1,1,No,High,Yes,2,8,50.4,Auditory,88.3,B
10719,27,Male,6.1,93.6,5,4,No,High,Yes,1,9,87.3,Visual,78.0,B
10720,23,Female,6.5,61.9,10,2,No,Low,Yes,2,8,98.2,Visual,76.5,B
10721,20,Male,1.8,60.2,4,5,No,Low,Yes,0,8,62.1,Visual,61.7,C
10722,28,Male,4.2,51.1,9,3,No,Low,Yes,1,8,44.2,Visual,59.9,D
10723,29,Male,4.4,86.0,5,3,No,Low,No,5,5,99.2,Auditory,73.8,C
10724,23,Female,16.1,70.6,2,10,Yes,Low,No,0,1,79.9,Visual,75.6,B
10725,24,Male,14.5,58.3,4,8,No,Low,Yes,1,8,70.8,Visual,75.5,B
10726,24,Female,5.6,81.1,5,1,No,High,Yes,3,3,78.7,Kinesthetic,82.8,B
10727,24,Male,11.7,63.9,5,7,No,High,No,2,2,44.3,Visual,68.5,C
10728,21,Female,18.3,91.0,4,1,Yes,Low,Yes,2,10,77.7,Visual,100,A
10729,19,Female,7.0,67.2,7,8,No,High,Yes,2,3,80.1,Auditory,71.9,C
10730,29,Female,18.7,76.2,10,7,No,High,No,3,10,84.7,Kinesthetic,100,A
10731,26,Male,4.3,52.9,8,6,Yes,High,No,1,5,45.6,Auditory,62.4,C
10732,30,Female,18.4,86.5,5,6,Yes,Low,Yes,4,5,99.5,Visual,100,A
10733,25,Female,2.2,72.2,6,2,No,High,Yes,3,10,97.5,Auditory,81.3,B
10734,21,Male,18.9,87.4,5,4,Yes,High,No,2,7,93.2,Auditory,100,A
10735,18,Female,15.7,82.1,9,4,No,Low,No,3,9,42.4,Visual,93.3,A
10736,18,Female,7.4,70.1,9,8,No,Low,Yes,3,7,62.1,Visual,67.2,C
10737,23,Male,9.3,86.0,7,5,Yes,High,Yes,2,4,47.6,Visual,90.6,A
10738,18,Female,18.8,71.1,5,10,Yes,Low,Yes,3,3,57.6,Auditory,95.2,A
10739,27,Male,10.0,92.8,8,8,Yes,Low,No,0,5,98.9,Visual,87.1,B
10740,21,Female,10.5,63.4,7,3,No,High,Yes,3,8,69.7,Auditory,80.0,B
10741,19,Male,3.9,61.0,3,9,Yes,Low,No,5,5,80.0,Reading/Writing,64.3,C
10742,29,Female,14.7,81.7,5,5,Yes,High,No,3,6,53.2,Visual,97.6,A
10743,19,Male,5.1,52.4,3,8,Yes,Low,No,3,2,87.2,Reading/Writing,56.7,D
10744,28,Female,9.1,86.1,4,1,Yes,Low,No,2,7,92.7,Auditory,89.9,B
10745,27,Female,19.6,74.2,6,7,No,High,Yes,0,4,99.9,Visual,97.8,A
10746,20,Female,12.0,73.3,6,8,No,Low,No,3,7,79.0,Visual,82.5,B
10747,25,Male,10.8,86.3,6,4,No,High,Yes,5,9,93.2,Reading/Writing,93.0,A
10748,18,Male,2.8,90.0,9,4,Yes,High,No,3,8,41.7,Visual,79.8,B
10749,22,Male,16.3,63.5,10,4,Yes,Low,No,2,6,82.1,Reading/Writing,93.3,A
10750,20,Male,19.7,66.9,8,6,No,Low,Yes,4,4,52.6,Reading/Writing,92.0,A
10751,29,Male,7.2,89.8,1,9,No,High,Yes,4,3,53.0,Kinesthetic,64.8,C
10752,18,Female,13.3,55.9,3,2,No,High,Yes,1,2,45.2,Kinesthetic,74.1,C
10753,24,Female,19.5,94.2,2,9,No,Low,No,2,7,66.7,Visual,97.9,A
10754,24,Male,8.7,83.3,7,8,No,Low,Yes,4,1,94.2,Visual,77.3,B
10755,27,Female,2.9,54.0,2,1,Yes,Low,Yes,2,6,99.7,Kinesthetic,61.4,C
10756,22,Male,5.1,50.9,7,10,No,High,Yes,4,7,92.9,Kinesthetic,71.4,C
10757,19,Male,7.3,79.2,10,3,Yes,Low,Yes,1,10,87.5,Reading/Writing,85.6,B
10758,18,Female,11.8,98.5,6,6,No,Low,Yes,2,10,66.7,Kinesthetic,82.2,B
10759,22,Female,16.4,78.0,3,8,Yes,High,No,2,10,43.4,Kinesthetic,96.4,A
10760,28,Male,15.0,74.2,6,7,No,Low,No,2,2,42.7,Reading/Writing,76.5,B
10761,26,Female,8.7,52.6,2,5,Yes,High,No,1,1,77.1,Kinesthetic,67.3,C
10762,30,Female,5.8,90.1,10,7,Yes,High,No,4,8,42.4,Kinesthetic,93.5,A
10763,22,Female,2.3,53.6,7,9,Yes,Low,No,2,9,69.0,Kinesthetic,59.4,D
10764,22,Male,3.2,81.1,10,6,No,Low,No,3,10,58.7,Reading/Writing,78.2,B
10765,19,Female,13.6,64.1,2,4,No,High,Yes,1,0,61.1,Kinesthetic,81.5,B
10766,28,Male,7.1,83.2,2,5,Yes,High,Yes,0,9,90.7,Reading/Writing,88.4,B
10767,22,Male,7.3,99.1,6,9,Yes,Low,Yes,2,4,57.9,Kinesthetic,77.7,B
10768,19,Female,12.6,99.8,1,7,Yes,High,Yes,4,5,52.4,Visual,90.8,A
10769,25,Male,6.8,66.1,2,1,No,High,No,2,9,76.7,Reading/Writing,75.8,B
10770,20,Female,18.1,65.5,5,7,No,High,Yes,1,9,44.1,Kinesthetic,88.2,B
10771,24,Male,12.2,54.3,4,1,No,High,No,3,0,73.4,Visual,74.1,C
10772,21,Female,7.4,51.3,4,6,No,High,No,2,4,51.4,Reading/Writing,64.8,C
10773,27,Female,4.3,51.1,4,10,Yes,High,No,5,7,80.3,Reading/Writing,71.8,C
10774,24,Male,16.0,60.6,4,7,Yes,Low,No,3,2,52.6,Visual,78.0,B
10775,23,Female,17.3,90.3,2,1,Yes,High,No,0,4,59.9,Kinesthetic,94.9,A
10776,26,Female,18.8,64.0,7,8,No,Low,Yes,0,8,44.5,Auditory,78.2,B
10777,22,Male,2.2,67.8,3,2,No,Low,No,1,8,79.0,Kinesthetic,56.4,D
10778,29,Female,1.0,72.3,7,3,Yes,High,No,1,5,79.9,Auditory,68.0,C
10779,21,Female,9.6,88.8,7,2,Yes,High,Yes,1,10,70.2,Visual,94.1,A
10780,20,Male,13.9,56.6,2,2,Yes,High,No,3,5,94.0,Reading/Writing,83.0,B
10781,29,Male,4.2,87.9,5,1,Yes,High,Yes,0,5,87.7,Auditory,84.5,B
10782,25,Female,2.8,63.3,4,2,Yes,Low,No,1,5,75.4,Kinesthetic,67.9,C
10783,19,Female,4.6,96.3,5,4,Yes,Low,No,5,6,57.0,Auditory,76.3,B
10784,27,Female,6.0,59.5,2,2,No,Low,No,0,3,54.4,Kinesthetic,50.9,D
10785,25,Female,11.1,92.1,4,5,Yes,High,Yes,3,3,55.9,Auditory,87.1,B
10786,30,Male,16.4,98.2,4,3,No,Low,Yes,2,4,40.5,Reading/Writing,96.5,A
10787,18,Female,3.9,84.4,8,4,No,Low,Yes,5,6,85.1,Visual,80.8,B
10788,21,Male,4.7,70.1,3,8,Yes,Low,No,2,6,68.0,Visual,66.0,C
10789,25,Female,5.6,93.4,6,8,No,Low,No,4,3,78.7,Reading/Writing,82.1,B
10790,30,Female,17.3,86.0,3,4,Yes,Low,No,2,5,98.9,Reading/Writing,99.7,A
10791,18,Female,9.2,91.5,2,6,No,Low,Yes,1,1,71.3,Kinesthetic,80.7,B
10792,26,Female,2.6,60.9,4,5,Yes,Low,No,2,8,55.0,Visual,63.8,C
10793,22,Male,11.0,89.9,7,6,Yes,High,Yes,2,8,65.9,Kinesthetic,96.4,A
10794,19,Male,4.8,97.7,10,8,Yes,High,No,1,4,78.3,Visual,82.9,B
10795,23,Male,4.9,83.1,6,7,Yes,High,No,4,7,90.9,Reading/Writing,79.1,B
10796,24,Male,15.2,72.1,10,8,No,Low,Yes,0,4,61.1,Visual,89.0,B
10797,22,Female,12.0,75.4,9,5,No,Low,No,0,5,76.8,Reading/Writing,92.4,A
10798,28,Female,4.5,82.2,5,6,No,Low,Yes,0,6,49.6,Auditory,70.3,C
10799,28,Female,14.8,54.6,7,1,Yes,High,Yes,5,7,95.6,Auditory,96.9,A
10800,25,Male,3.4,76.1,8,4,No,High,No,0,2,48.1,Visual,75.3,B
10801,22,Male,11.2,75.5,8,8,No,Low,Yes,2,2,85.8,Kinesthetic,75.8,B
10802,20,Female,8.1,97.8,9,7,Yes,Low,No,2,1,85.6,Visual,92.6,A
10803,19,Male,12.0,61.1,6,6,No,High,No,2,4,73.6,Reading/Writing,88.8,B
10804,21,Female,18.7,89.6,5,5,No,Low,Yes,1,5,49.1,Auditory,90.6,A
10805,24,Male,10.7,52.1,7,9,Yes,Low,No,2,6,90.5,Auditory,76.7,B
10806,20,Male,4.6,72.2,5,8,No,High,Yes,3,10,54.9,Kinesthetic,63.1,C
10807,29,Female,16.4,99.6,9,3,Yes,High,Yes,0,5,89.8,Reading/Writing,100,A
10808,30,Male,12.7,93.1,10,10,No,Low,No,5,3,55.0,Kinesthetic,88.7,B
10809,18,Male,6.9,75.9,3,10,No,High,No,5,3,40.5,Reading/Writing,71.4,C
10810,26,Female,1.1,88.0,1,8,No,High,No,5,5,55.0,Reading/Writing,54.6,D
10811,28,Male,3.1,51.7,1,6,Yes,Low,No,4,2,94.4,Reading/Writing,59.2,D
10812,26,Female,15.6,58.1,1,8,No,High,Yes,2,2,95.0,Kinesthetic,85.4,B
10813,22,Female,3.4,92.9,8,5,Yes,High,Yes,3,7,70.7,Reading/Writing,91.2,A
10814,27,Female,3.2,55.6,9,9,Yes,Low,Yes,3,10,47.4,Kinesthetic,58.6,D
10815,28,Male,5.8,64.6,5,8,Yes,Low,Yes,3,10,62.3,Auditory,72.9,C
10816,19,Male,2.3,90.7,5,7,No,Low,No,2,3,47.2,Auditory,54.3,D
10817,18,Male,13.9,68.4,7,6,Yes,Low,No,2,8,46.0,Auditory,91.3,A
10818,22,Female,11.9,61.9,2,3,No,High,No,3,9,49.7,Kinesthetic,78.0,B
10819,24,Male,6.9,55.5,4,8,Yes,Low,No,1,8,42.7,Auditory,62.1,C
10820,30,Female,17.4,64.0,7,7,No,High,Yes,5,9,55.7,Reading/Writing,90.8,A
10821,20,Female,17.9,66.9,10,6,No,High,Yes,3,2,71.1,Auditory,96.6,A
10822,18,Female,16.1,52.9,3,4,No,Low,No,3,2,62.5,Kinesthetic,75.5,B
10823,24,Male,11.7,65.9,4,2,No,High,No,0,1,96.7,Reading/Writing,78.7,B
10824,30,Female,14.4,51.7,9,6,No,Low,Yes,3,5,93.0,Kinesthetic,92.8,A
10825,19,Female,8.7,54.7,6,8,Yes,Low,No,0,7,47.0,Visual,66.0,C
10826,24,Female,6.0,77.9,10,8,No,Low,Yes,4,1,66.4,Visual,68.8,C
10827,18,Male,11.7,87.7,5,2,No,High,No,2,4,79.7,Kinesthetic,98.6,A
10828,23,Male,14.9,50.8,3,3,Yes,High,Yes,5,10,83.2,Visual,94.0,A
10829,30,Male,5.4,92.2,6,6,Yes,High,Yes,4,8,57.3,Kinesthetic,89.2,B
10830,27,Female,8.4,87.1,6,4,No,Low,Yes,0,3,74.9,Kinesthetic,72.6,C
10831,21,Female,8.9,56.7,5,4,Yes,Low,No,0,3,74.2,Reading/Writing,70.9,C
10832,23,Female,11.4,83.7,7,9,Yes,Low,Yes,4,9,68.5,Visual,89.1,B
10833,28,Female,15.2,53.0,9,1,Yes,Low,Yes,0,5,46.1,Auditory,94.9,A
10834,30,Male,19.4,53.5,8,3,No,High,Yes,5,4,40.6,Visual,87.8,B
10835,29,Female,18.3,63.5,1,6,Yes,Low,Yes,3,5,41.6,Kinesthetic,82.6,B
10836,19,Male,7.8,64.2,3,5,No,High,No,5,8,91.2,Kinesthetic,76.2,B
10837,30,Male,10.2,99.4,10,7,No,High,No,0,3,93.3,Kinesthetic,100,A
10838,19,Male,15.4,67.2,6,2,No,High,Yes,2,6,53.7,Visual,82.9,B
10839,22,Female,4.6,72.7,1,7,Yes,Low,No,3,8,44.8,Visual,60.0,C
10840,28,Male,13.6,87.1,9,10,No,Low,Yes,0,8,75.9,Auditory,85.6,B
10841,28,Female,12.0,96.5,1,1,Yes,Low,No,4,3,97.4,Kinesthetic,97.9,A
10842,20,Female,10.6,68.2,4,2,No,High,Yes,3,10,50.9,Reading/Writing,86.5,B
10843,30,Female,9.3,57.7,1,6,Yes,Low,No,1,8,99.2,Reading/Writing,74.5,C
10844,21,Female,15.1,92.9,8,1,No,Low,No,3,0,71.5,Kinesthetic,90.0,A
10845,25,Female,13.1,79.8,8,9,No,Low,No,2,1,47.4,Auditory,85.2,B
10846,18,Male,12.2,66.8,10,10,Yes,Low,Yes,0,0,84.1,Auditory,81.1,B
10847,21,Male,13.9,53.1,4,1,No,High,Yes,3,7,80.7,Visual,85.2,B
10848,30,Male,8.3,56.8,7,3,No,High,Yes,5,3,70.5,Visual,71.5,C
10849,22,Female,7.4,57.7,8,4,Yes,Low,Yes,1,9,78.7,Kinesthetic,75.8,B
10850,24,Female,16.9,56.7,1,6,Yes,High,No,3,9,69.1,Auditory,80.2,B
10851,24,Male,20.0,55.4,2,5,No,High,No,4,4,84.6,Visual,87.1,B
10852,29,Male,5.6,85.4,8,7,Yes,Low,Yes,4,1,62.5,Reading/Writing,73.7,C
10853,21,Male,18.7,73.2,7,4,No,High,No,4,9,60.8,Kinesthetic,95.4,A
10854,29,Female,14.5,75.1,4,1,Yes,Low,Yes,4,8,97.5,Kinesthetic,100,A
10855,19,Male,16.1,75.5,9,10,No,Low,Yes,1,6,78.3,Visual,85.7,B
10856,28,Female,1.1,79.7,9,5,No,Low,No,4,6,49.4,Auditory,70.1,C
10857,29,Female,2.8,63.3,4,2,Yes,Low,No,3,8,62.0,Auditory,66.1,C
10858,21,Male,9.3,92.3,8,4,Yes,Low,No,2,9,61.2,Visual,83.6,B
10859,21,Female,2.3,54.3,9,4,Yes,High,Yes,0,8,85.9,Auditory,80.9,B
10860,20,Female,7.6,56.3,1,1,No,Low,Yes,0,4,93.9,Visual,65.5,C
10861,28,Female,12.5,52.4,3,10,No,High,Yes,4,2,57.5,Kinesthetic,64.1,C
10862,18,Female,9.1,76.9,1,4,No,Low,Yes,4,6,73.2,Kinesthetic,69.4,C
10863,28,Female,19.9,71.6,8,3,Yes,High,No,1,1,83.1,Auditory,100,A
10864,18,Male,18.9,63.4,4,8,Yes,High,Yes,4,2,73.9,Kinesthetic,92.0,A
10865,27,Female,2.2,67.1,5,4,Yes,Low,Yes,2,8,98.9,Auditory,67.6,C
10866,29,Male,19.0,77.2,8,6,Yes,Low,Yes,1,3,78.5,Visual,97.4,A
10867,18,Female,14.2,84.0,7,5,Yes,High,Yes,2,9,88.1,Reading/Writing,100,A
10868,25,Male,17.3,87.6,4,5,Yes,Low,Yes,0,2,42.1,Auditory,94.1,A
10869,19,Female,2.4,88.2,6,1,No,High,Yes,5,9,61.3,Visual,77.4,B
10870,18,Male,7.2,80.2,6,1,Yes,Low,No,4,6,61.5,Visual,79.8,B
10871,22,Male,18.5,71.0,2,1,Yes,Low,No,3,6,46.8,Auditory,90.1,A
10872,29,Female,13.9,55.4,8,4,Yes,Low,Yes,3,6,46.6,Reading/Writing,76.4,B
10873,22,Female,12.9,82.4,4,1,Yes,High,No,0,2,89.2,Visual,100,A
10874,24,Female,13.6,88.8,5,1,Yes,Low,Yes,1,5,90.6,Auditory,98.4,A
10875,28,Female,17.2,97.6,2,5,Yes,High,Yes,2,6,77.3,Kinesthetic,100,A
10876,26,Male,12.2,62.1,2,2,Yes,High,Yes,0,9,51.8,Kinesthetic,87.3,B
10877,24,Male,2.6,58.0,5,2,Yes,High,Yes,3,1,63.7,Reading/Writing,72.9,C
10878,24,Male,8.6,62.5,10,6,Yes,Low,Yes,0,9,43.4,Reading/Writing,76.6,B
10879,19,Male,8.2,88.8,5,3,No,High,Yes,5,3,72.0,Auditory,80.5,B
10880,19,Female,20.0,84.1,4,5,No,Low,No,5,0,53.0,Kinesthetic,89.9,B
10881,23,Female,6.6,95.1,3,6,No,High,No,1,8,82.6,Visual,78.2,B
10882,23,Female,11.1,51.2,9,9,Yes,Low,Yes,2,1,99.6,Auditory,74.3,C
10883,24,Female,15.8,99.4,6,4,Yes,Low,No,1,1,92.5,Reading/Writing,100,A
10884,21,Female,10.0,76.0,2,7,Yes,Low,No,5,6,65.8,Reading/Writing,69.2,C
10885,20,Male,9.5,65.7,5,2,Yes,Low,No,4,0,51.2,Auditory,82.6,B
10886,18,Male,2.8,75.8,5,8,No,High,No,2,7,55.2,Visual,63.9,C
10887,30,Male,6.6,81.6,8,2,Yes,Low,Yes,0,2,96.1,Kinesthetic,85.0,B
10888,21,Female,1.9,88.3,7,7,Yes,High,Yes,1,10,41.9,Reading/Writing,75.2,B
10889,24,Female,16.2,76.1,3,4,Yes,High,Yes,2,0,45.1,Auditory,86.5,B
10890,22,Female,15.7,65.4,10,9,No,High,No,1,4,75.4,Kinesthetic,98.4,A
10891,21,Male,1.2,77.5,1,10,Yes,High,Yes,4,1,73.7,Kinesthetic,67.2,C
10892,18,Male,11.2,98.1,9,3,Yes,High,No,0,9,65.4,Visual,100,A
10893,23,Female,6.4,74.2,4,1,No,Low,No,1,7,92.7,Reading/Writing,74.0,C
10894,19,Female,5.9,75.7,6,7,No,High,No,4,1,82.3,Auditory,81.5,B
10895,24,Male,5.2,81.4,6,6,Yes,Low,Yes,5,6,44.4,Kinesthetic,75.9,B
10896,22,Male,13.5,91.9,4,10,Yes,Low,No,4,9,48.5,Reading/Writing,86.6,B
10897,27,Female,5.9,77.0,8,5,No,High,No,1,6,71.7,Reading/Writing,77.5,B
10898,21,Male,2.5,62.4,9,1,No,Low,Yes,2,6,83.8,Reading/Writing,76.2,B
10899,27,Male,16.5,60.0,10,2,No,High,No,4,4,96.6,Auditory,100,A
10900,23,Male,3.6,88.1,2,3,Yes,Low,Yes,4,3,57.3,Reading/Writing,65.9,C
10901,24,Male,15.2,70.6,8,9,No,High,Yes,3,3,55.5,Auditory,90.6,A
10902,19,Female,11.2,74.1,2,7,Yes,Low,Yes,1,5,86.0,Kinesthetic,75.9,B
10903,22,Male,1.2,86.7,3,1,Yes,Low,Yes,3,6,79.4,Kinesthetic,67.1,C
10904,20,Female,8.2,60.0,3,7,Yes,High,No,5,1,89.9,Kinesthetic,77.6,B
10905,21,Female,20.0,86.9,3,4,No,High,Yes,0,0,49.6,Visual,95.0,A
10906,27,Male,14.7,97.4,4,7,No,Low,No,2,8,44.2,Auditory,82.3,B
10907,26,Male,2.1,55.9,5,9,No,Low,Yes,5,1,96.8,Auditory,52.5,D
10908,24,Female,17.9,79.2,7,4,Yes,High,No,3,6,86.2,Reading/Writing,100,A
10909,20,Male,5.7,93.2,1,5,No,High,No,5,9,93.5,Auditory,81.9,B
10910,20,Female,6.2,63.1,4,6,No,Low,No,5,10,97.5,Kinesthetic,77.0,B
10911,28,Male,13.6,53.6,3,3,Yes,Low,Yes,0,0,92.2,Visual,83.1,B
10912,28,Female,3.4,52.5,3,1,Yes,Low,Yes,1,4,88.5,Kinesthetic,60.0,C
10913,29,Male,11.1,79.5,2,5,Yes,High,No,3,5,85.7,Reading/Writing,85.4,B
10914,23,Male,8.6,86.2,5,2,Yes,High,Yes,5,9,80.1,Reading/Writing,93.8,A
10915,26,Male,2.3,79.5,5,3,No,High,No,4,8,82.2,Kinesthetic,77.2,B
10916,19,Female,19.2,99.0,4,1,Yes,High,Yes,3,6,49.5,Kinesthetic,100,A
10917,28,Female,7.7,59.8,4,3,Yes,High,No,2,7,77.1,Auditory,79.8,B
10918,19,Male,10.7,68.3,7,1,Yes,High,Yes,4,0,55.3,Kinesthetic,93.8,A
10919,23,Female,2.9,85.4,3,9,Yes,High,No,0,5,72.8,Auditory,76.8,B
10920,26,Female,9.0,99.5,2,10,No,High,No,0,3,96.9,Auditory,84.7,B
10921,23,Male,6.8,74.0,5,7,No,Low,No,4,6,51.3,Auditory,65.2,C
10922,23,Male,12.2,77.8,1,4,No,High,No,4,7,56.9,Auditory,80.6,B
10923,26,Male,7.3,96.4,3,1,No,Low,No,2,7,90.9,Kinesthetic,82.3,B
10924,27,Male,13.4,54.0,3,5,No,High,Yes,3,3,82.2,Kinesthetic,75.5,B
10925,25,Female,10.9,91.3,8,7,No,High,No,0,5,49.8,Auditory,93.6,A
10926,18,Male,15.8,68.8,9,9,No,Low,Yes,5,10,42.2,Reading/Writing,83.0,B
10927,21,Female,14.2,96.0,5,8,No,Low,No,0,0,58.5,Reading/Writing,77.1,B
10928,20,Male,18.1,91.6,2,7,No,Low,No,2,9,42.8,Auditory,80.0,B
10929,19,Female,6.7,56.9,5,3,Yes,Low,No,5,4,42.3,Kinesthetic,70.9,C
10930,23,Female,5.8,85.2,9,7,No,High,Yes,5,4,68.5,Kinesthetic,86.9,B
10931,18,Male,18.2,63.0,10,4,Yes,High,No,0,1,55.9,Kinesthetic,100,A
10932,30,Male,5.6,70.2,6,4,Yes,Low,No,0,4,91.5,Visual,81.4,B
10933,30,Male,13.7,64.6,2,8,No,High,Yes,1,2,62.3,Visual,79.0,B
10934,30,Male,13.2,66.5,4,2,No,Low,Yes,4,2,63.0,Visual,83.7,B
10935,29,Female,6.2,97.4,1,4,Yes,High,No,1,9,42.0,Kinesthetic,77.9,B
10936,29,Female,19.9,74.2,4,6,Yes,High,No,0,1,89.6,Auditory,100,A
10937,23,Female,5.8,60.1,4,8,No,High,Yes,5,5,45.8,Visual,70.8,C
10938,18,Male,17.6,53.0,5,7,Yes,High,Yes,1,5,74.3,Visual,92.0,A
10939,19,Female,4.3,73.9,9,4,No,High,No,0,4,70.9,Auditory,79.2,B
10940,28,Male,8.9,72.2,4,2,No,High,Yes,3,7,62.3,Auditory,71.9,C
10941,30,Female,19.1,92.3,9,10,No,Low,No,5,5,83.0,Reading/Writing,100,A
10942,18,Male,14.6,78.3,1,8,Yes,High,Yes,5,5,91.3,Kinesthetic,83.8,B
10943,20,Male,5.0,84.0,1,6,Yes,Low,Yes,0,4,85.6,Visual,71.7,C
10944,28,Female,2.3,97.2,8,4,Yes,High,No,3,8,58.3,Auditory,87.1,B
10945,29,Female,13.5,67.3,4,3,Yes,Low,No,1,0,44.4,Visual,84.7,B
10946,25,Female,12.5,50.8,4,5,No,Low,No,2,6,57.3,Kinesthetic,77.9,B
10947,18,Female,14.2,76.2,3,7,No,Low,No,5,3,51.1,Visual,79.5,B
10948,22,Female,3.9,82.8,3,3,Yes,High,Yes,5,6,67.3,Reading/Writing,74.3,C
10949,30,Male,16.3,69.7,4,4,No,High,No,1,9,71.2,Reading/Writing,99.0,A
10950,30,Female,17.9,51.2,5,1,Yes,Low,Yes,3,2,67.0,Auditory,88.9,B
10951,20,Female,11.6,81.0,4,10,Yes,High,No,3,6,66.8,Auditory,77.6,B
10952,27,Female,8.8,95.2,4,4,Yes,High,No,1,9,77.0,Kinesthetic,91.6,A
10953,26,Male,18.9,83.7,9,4,Yes,Low,Yes,2,10,99.5,Auditory,100,A
10954,18,Female,5.4,78.6,1,6,Yes,Low,Yes,0,6,57.8,Reading/Writing,66.3,C
10955,26,Female,11.9,81.4,2,7,No,Low,No,5,4,47.5,Visual,70.0,C
10956,28,Male,9.4,95.3,7,6,Yes,High,No,2,10,74.1,Auditory,100,A
10957,29,Male,3.2,96.7,4,3,No,High,No,4,0,62.7,Reading/Writing,73.4,C
10958,25,Male,16.0,58.2,7,5,No,High,No,1,2,58.1,Visual,78.8,B
10959,25,Male,15.5,67.2,10,3,Yes,High,Yes,3,2,59.8,Auditory,94.5,A
10960,25,Male,9.8,57.4,3,10,Yes,Low,Yes,0,6,49.2,Kinesthetic,65.2,C
10961,28,Female,3.0,82.8,2,10,Yes,High,No,1,10,45.7,Visual,67.7,C
10962,20,Female,13.3,58.7,1,5,No,High,No,4,9,54.3,Kinesthetic,76.8,B
10963,18,Female,7.5,99.0,3,6,No,High,Yes,0,9,96.8,Kinesthetic,89.5,B
10964,26,Female,5.8,69.9,9,5,Yes,Low,Yes,3,2,91.8,Auditory,79.3,B
10965,25,Male,16.3,52.6,5,6,Yes,High,Yes,3,2,59.5,Reading/Writing,87.6,B
10966,21,Male,11.7,53.5,2,7,Yes,Low,No,4,1,77.7,Visual,63.7,C
10967,20,Female,14.0,59.0,6,10,Yes,Low,No,0,5,81.7,Kinesthetic,77.9,B
10968,27,Female,4.0,56.2,8,3,Yes,Low,No,2,0,45.4,Visual,70.0,C
10969,24,Female,16.4,87.1,3,1,No,Low,Yes,4,3,72.7,Reading/Writing,84.5,B
10970,22,Female,3.0,88.7,8,2,Yes,High,No,2,6,68.0,Auditory,82.8,B
10971,21,Female,10.1,56.8,5,1,No,High,No,3,5,86.7,Visual,79.0,B
10972,22,Female,16.4,69.4,4,8,No,Low,Yes,3,10,52.7,Kinesthetic,85.5,B
10973,23,Male,5.9,82.3,9,8,No,High,No,3,5,66.3,Visual,86.7,B
10974,19,Male,7.2,61.3,8,2,Yes,High,Yes,4,0,93.3,Visual,89.2,B
10975,19,Female,16.4,63.4,6,7,Yes,Low,No,1,8,98.4,Auditory,93.2,A
10976,24,Male,15.1,64.1,5,4,Yes,High,Yes,1,7,50.5,Visual,86.6,B
10977,24,Male,2.7,67.5,3,8,No,High,No,5,2,55.9,Auditory,58.7,D
10978,30,Male,15.2,64.2,7,3,No,High,Yes,4,3,56.2,Reading/Writing,85.2,B
10979,24,Female,4.3,74.6,9,3,No,High,Yes,5,2,43.2,Auditory,79.0,B
10980,19,Female,4.8,67.9,10,4,Yes,High,No,2,6,61.7,Auditory,80.2,B
10981,29,Male,5.8,65.7,6,6,No,Low,No,3,2,67.4,Visual,63.9,C
10982,22,Female,7.2,56.3,10,1,No,High,No,2,5,41.7,Auditory,78.1,B
10983,28,Female,16.8,95.3,10,1,No,Low,No,3,3,81.5,Reading/Writing,100,A
10984,30,Male,1.9,56.2,9,4,Yes,Low,No,2,2,83.5,Auditory,70.7,C
10985,23,Female,7.5,50.7,9,7,Yes,Low,No,4,7,61.2,Auditory,74.6,C
